 alt,temp,press,dens,Gamma
40640.0,252.11912781086585,263.4988068173071,0.003640918496096927,1.400447
40680.0,252.22970866248812,262.0927699026148,0.003619902744912698,1.400447
40720.0,252.34028813130658,260.69486443406424,0.0035990176910590827,1.400447
40760.0,252.45086621734714,259.30503976007225,0.003578262463483807,1.400447
40800.00000000001,252.56144292063578,257.9232455670945,0.0035576361973270604,1.400447
40840.0,252.67201824119837,256.5494318772213,0.003537138033874753,1.400447
40880.0,252.78259217906088,255.1835490457867,0.003516767120512071,1.400447
40920.0,252.89316473424924,253.82554775900203,0.0034965226106775044,1.400447
40960.0,253.0037359067894,252.47537903160213,0.0034764036638171574,1.400447
41000.0,253.11430569670728,251.13299420451148,0.003456409445339461,1.400447
41040.0,253.2248741040288,249.7983449425286,0.0034365391265702545,1.400447
41080.0,253.3354411287799,248.47138323202503,0.0034167918847081823,1.400447
41120.0,253.44600677098654,247.15206137866682,0.00339716690278052,1.400447
41160.00000000001,253.55657103067463,245.84033200514617,0.00337766336959926,1.400447
41200.0,253.66713390787007,244.5361480489378,0.003358280479717645,1.400447
41240.0,253.77769540259888,243.23946276006504,0.0033390174333869467,1.400447
41280.0,253.8882555148869,241.95022969888842,0.003319873436513683,1.400447
41320.0,253.99881424476007,240.668402733909,0.0033008477006171303,1.400447
41360.0,254.10937159224437,239.39393603958396,0.0032819394427871236,1.400447
41400.0,254.21992755736568,238.12678409416733,0.003263147885642316,1.400447
41440.0,254.3304821401499,236.86690167755992,0.0032444722572886656,1.400447
41480.00000000001,254.44103534062305,235.61424386917682,0.003225911791278275,1.400447
41520.0,254.55158715881095,234.36876604583222,0.0032074657265685758,1.400447
41560.0,254.66213759473965,233.13042387963918,0.0031891333074818254,1.400447
41600.0,254.77268664843493,231.89917333592877,0.0031709137836649732,1.400447
41640.0,254.8832343199228,230.67497067117588,0.0031528064100497205,1.400447
41680.0,254.9937806092292,229.45777243094972,0.0031348104468130276,1.400447
41720.0,255.10432551638,228.24753544787657,0.003116925159337885,1.400447
41760.0,255.2148690414011,227.04421683961647,0.0030991498181743857,1.400447
41800.00000000001,255.3254111843185,225.84777400685363,0.00308148369900107,1.400447
41840.0,255.43595194515808,224.65816463130955,0.0030639260825867077,1.400447
41880.0,255.54649132394573,223.4753466737615,0.003046476254752222,1.400447
41920.0,255.65702932070744,222.2992783720796,0.0030291335063329893,1.400447
41960.0,255.76756593546904,221.12991823928314,0.0030118971331414917,1.400447
42000.0,255.8781011682565,219.96722506160256,0.002994766435930137,1.400447
42040.0,255.98863501909574,218.8111578965626,0.002977740720354474,1.400447
42080.0,256.09916748801265,217.6616760710786,0.0029608192969366775,1.400447
42120.0,256.2096985750332,216.51873917956394,0.0029440014810292784,1.400447
42160.00000000001,256.3202282801833,215.38230708205595,0.0029272865927792444,1.400447
42200.0,256.43075660348876,214.25233990235262,0.002910673957092294,1.400447
42240.0,256.5412835449756,213.12879802616268,0.002894162903597487,1.400447
42280.0,256.65180910466967,212.0116420992743,0.002877752766612162,1.400447
42320.0,256.76233328259696,210.90083302572938,0.0028614428851070402,1.400447
42360.0,256.8728560787833,209.7963319660211,0.002845232602671733,1.400447
42400.0,256.9833774932546,208.6981003352971,0.0028291212674804137,1.400447
42440.0,257.0938975260368,207.60609980157736,0.002813108232257784,1.400447
42480.00000000001,257.2044161771559,206.5202922839895,0.002797192854245359,1.400447
42520.0,257.31493344663767,205.4406399510149,0.0027813744951679857,1.400447
42560.0,257.425449334508,204.36710521874411,0.002765652521200579,1.400447
42600.0,257.535963840793,203.2996507491491,0.0027500263029351635,1.400447
42640.0,257.64647696551833,202.23823944837133,0.0027344952153482236,1.400447
42680.0,257.7569887087101,201.18283446501346,0.002719058637768177,1.400447
42720.0,257.86749907039405,200.13339918845426,0.002703715953843259,1.400447
42760.0,257.97800805059626,199.08989724716517,0.0026884665515094944,1.400447
42800.00000000001,258.08851564934247,198.05229250705204,0.002673309822959111,1.400447
42840.0,258.19902186665865,197.02054906979507,0.0026582451646089936,1.400447
42880.0,258.30952670257074,195.99463127121143,0.002643271977069535,1.400447
42920.0,258.4200301571046,194.97450367962782,0.0026283896651137007,1.400447
42960.0,258.5305322302861,193.96013109426076,0.002613597637646271,1.400447
43000.0,258.6410329221412,192.9514785436138,0.0025988953076733997,1.400447
